artist_name,track_name,release_date,genre
dru hill,5 steps,1996,pop
mc lyte,cold rock a party,1996,pop
tom petty and the heartbreakers,walls,1996,pop
face to face,blind,1996,pop
face to face,i won't lie down,1996,pop
eels,novocaine for the soul,1996,pop
lil' kim,queen bitch,1996,pop
screeching weasel,cool kids,1996,pop
the cranberries,go your own way,1996,pop
stone temple pilots,big bang baby,1996,pop
mazzy star,flowers in december,1996,pop
h-town,a thin line between love & hate (feat. shirley murdock),1996,pop
dru hill,never make a promise,1996,pop
tom petty and the heartbreakers,walls (no. 3),1996,pop
brandy,missing you,1996,pop
george michael,jesus to a child,1996,pop
jamiroquai,virtual insanity,1996,pop
gin blossoms,follow you down,1996,pop
goldfinger,here in your bedroom,1996,pop
redman,smoke buddah,1996,pop
toni braxton,i love me some him,1996,pop
soul coughing,super bon bon,1996,pop
social distortion,don't drag me down,1996,pop
outkast,wheelz of steel,1996,pop
cake,nugget,1996,pop
weezer,tired of sex,1996,pop
blink-182,dick lips,1997,pop
erykah badu,rim shot,1997,pop
changing faces,g.h.e.t.t.o.u.t.,1997,pop
pennywise,fight till you die,1997,pop
portishead,only you,1997,pop
shania twain,whatever you do! don't!,1997,pop
three 6 mafia,where's da bud,1997,pop
pavement,the killing moon,1997,pop
swv,when u cry,1997,pop
*nsync,you got it,1997,pop
nofx,it's my job to keep punk rock elite,1997,pop
green day,scattered,1997,pop
lighthouse family,high,1997,pop
days of the new,the down town,1997,pop
modest mouse,polar opposites,1997,pop
dave matthews band,recently,1997,pop
green day,redundant,1997,pop
portishead,all mine,1997,pop
green day,the grouch,1997,pop
built to spill,i would hurt a fly,1997,pop
incubus,vitamin,1997,pop
erykah badu,tyrone,1997,pop
spice girls,saturday night divas,1997,pop
shania twain,i'm holdin' on to love (to save my life),1997,pop
shania twain,i won't leave you lonely,1997,pop
pavement,starlings of the slipstream,1997,pop
wayne toups,take my hand,1997,pop
mary j. blige,missing you,1997,pop
green day,uptight,1997,pop
creed,ode,1997,pop
green day,worry rock,1997,pop
the offspring,cool to hate,1997,pop
mariah carey,babydoll,1997,pop
mariah carey,the roof,1997,pop
zhané,crush,1997,pop
green day,all the time,1997,pop
blink-182,i'm sorry,1997,pop
built to spill,randy described eternity,1997,pop
green day,prosthetic head,1997,pop
hanson,i will come to you,1997,pop
blur,beetlebum,1997,pop
bob dylan,not dark yet,1997,pop
incubus,new skin,1997,pop
silverchair,abuse me,1997,pop
ben folds five,one angry dwarf and 200 solemn faces,1997,pop
ben folds five,song for the dumped,1997,pop
mary j. blige,it's on,1997,pop
four tops,reach out i'll be there,1997,pop
collective soul,precious declaration,1997,pop
modest mouse,convenient parking,1997,pop
janet jackson,every time,1997,pop
yo la tengo,my little corner of the world,1997,pop
sarah mclachlan,i love you,1997,pop
janet jackson,go deep,1997,pop
mary j. blige,i can love you,1997,pop
shania twain,"honey, i'm home",1997,pop
the notorious b.i.g.,ten crack commandments,1997,pop
creed,my own prison,1997,pop
days of the new,shelf in the room,1997,pop
mary j. blige,everything,1997,pop
common,invocation,1997,pop
sarah mclachlan,building a mystery,1997,pop
mariah carey,my all,1997,pop
harvey danger,flagpole sitta,1997,pop
third eye blind,how's it going to be,1997,pop
céline dion,my heart will go on,1997,pop
the verve,bitter sweet symphony,1997,pop
*nsync,tearin' up my heart,1997,pop
the notorious b.i.g.,mo money mo problems,1997,pop
edwin mccain,i'll be,1997,pop
green day,good riddance (time of your life),1997,pop
aqua,barbie girl,1997,pop
pavement,harness your hopes,1997,pop
fuel,shimmer,1997,pop
days of the new,"touch, peel and stand",1997,pop
yo la tengo,autumn sweater,1997,pop
missy elliott,the rain (supa dupa fly),1997,pop
busta rhymes,put your hands where my eyes could see,1997,pop
sixpence none the richer,there she goes,1997,pop
smash mouth,walkin' on the sun,1997,pop
sarah mclachlan,angel,1997,pop
shania twain,love gets me every time,1997,pop
creed,torn,1997,pop
george baker selection,little green bag,1997,pop
spice girls,viva forever,1997,pop
jermaine dupri,welcome to atlanta,1997,pop
shania twain,from this moment on,1997,pop
nofx,all outta angst,1997,pop
sleater-kinney,dig me out,1997,pop
björk,joga,1997,pop
modest mouse,trailer trash,1997,pop
the notorious b.i.g.,mo money mo problems (feat. mase & puff daddy),1997,pop
five for fighting,100 years,1997,pop
paul & paula,hey paula,1997,pop
veruca salt,volcano girls,1997,pop
grandaddy,a.m. 180,1997,pop
stereolab,brakhage,1997,pop
third eye blind,narcolepsy,1997,pop
creed,one,1997,pop
mary j. blige,share my world,1997,pop
the verve,lucky man,1997,pop
creed,what's this life for,1997,pop
beck,tropicalia,1998,pop
destiny's child,"no, no, no, pt. 1",1998,pop
the offspring,feelings,1998,pop
98º,true to your heart,1998,pop
lagwagon,may 16,1998,pop
cher,all or nothing,1998,pop
dmx,my niggas,1998,pop
ace of base,cruel summer,1998,pop
unkle,lonely soul,1998,pop
pj harvey,the wind,1998,pop
total,trippin',1998,pop
outkast,da art of storytellin' (pt. 2),1998,pop
the bobby fuller four,let her dance,1998,pop
lenny kravitz,i belong to you,1998,pop
brandy,angel in disquise,1998,pop
swingin' utters,five lessons learned,1998,pop
unkle,rabbit in your headlights,1998,pop
whitney houston,i learned from the best,1998,pop
elliott smith,independence day,1998,pop
cake,hem of your garment,1998,pop
semisonic,singing in my sleep,1998,pop
train,free,1998,pop
steps,tragedy,1998,pop
duster,heading for the door,1998,pop
steps,it's the way you make me feel,1998,pop
death cab for cutie,bend to squares,1998,pop
dmx,fuckin' wit' d,1998,pop
leif garrett,i was made for dancin',1998,pop
zebrahead,check,1998,pop
eagle-eye cherry,falling in love again,1998,pop
madonna,nothing really matters,1998,pop
george michael,somebody to love,1998,pop
xscape,the arms of the one who loves you,1998,pop
barenaked ladies,who needs sleep?,1998,pop
hootie & the blowfish,only lonely,1998,pop
billy bragg,way over yonder in the minor key,1998,pop
silkk the shocker,it ain't my fault,1998,pop
bryan adams,when you're gone,1998,pop
phish,wading in the velvet sea,1998,pop
juvenile,gone ride with me,1998,pop
busta rhymes,party is goin' on over here,1998,pop
des'ree,life,1998,pop
david gray,sail away,1998,pop
gang starr,work,1998,pop
outkast,spottieottiedopaliscious,1998,pop
céline dion,the prayer,1998,pop
monica,for you i will,1998,pop
missy elliott,she's a bitch,1998,pop
dave matthews band,stay (wasting time),1998,pop
alanis morissette,thank u,1998,pop
ms. lauryn hill,i used to love him,1998,pop
sheryl crow,sweet child o' mine,1998,pop
christina aguilera,reflection,1998,pop
fiona apple,across the universe,1998,pop
faith hill,this kiss,1998,pop
lenny kravitz,fly away,1998,pop
monica,angel of mine,1998,pop
the offspring,pretty fly (for a white guy),1998,pop
natalie imbruglia,torn,1998,pop
eve 6,inside out,1998,pop
eagle-eye cherry,save tonight,1998,pop
the offspring,the kids aren't alright,1998,pop
dru hill,beauty,1998,pop
natalie merchant,kind & generous,1998,pop
98º,i do (cherish you),1998,pop
hole,celebrity skin,1998,pop
tyrese,sweet lady,1998,pop
nicole,make it hot (feat. missy elliott & mocha),1998,pop
madonna,the power of good-bye,1998,pop
juvenile,400 degreez,1998,pop
n.o.r.e.,superthug,1998,pop
the offspring,have you ever,1998,pop
jeff buckley,satisfied mind,1998,pop
dmx,damien,1998,pop
warren g,nobody does it better,1998,pop
ms. lauryn hill,the miseducation of lauryn hill,1998,pop
boyzone,no matter what,1998,pop
madonna,frozen,1998,pop
ms. lauryn hill,superstar,1998,pop
blur,coffee and tv,1998,pop
soul coughing,circles,1998,pop
less than jake,history of a boring town,1998,pop
ms. lauryn hill,when it hurts so bad,1998,pop
marvelous 3,freak of the week,1998,pop
baccara,"yes sir, i can boogie",1998,pop
the presidents of the united states of america,video killed the radio star,1998,pop
dido,hunter,1999,pop
broadcast,echo's answer,1999,pop
creed,faceless man,1999,pop
jimmy eat world,lucky denver mint,1999,pop
backstreet boys,the perfect fan,1999,pop
pennywise,alien,1999,pop
the cranberries,just my imagination,1999,pop
the fixx,stand or fall,1999,pop
lit,zip-lock,1999,pop
our lady peace,one man army,1999,pop
built to spill,else,1999,pop
incubus,clean,1999,pop
silverchair,anthem for the year 2000,1999,pop
mariah carey,heartbreaker (remix) (feat. da brat & missy elliott),1999,pop
savage garden,crash and burn,1999,pop
beanie sigel,the truth,1999,pop
savage garden,affirmation,1999,pop
creed,are you ready?,1999,pop
nada surf,where is my mind,1999,pop
john mayer,back to you,1999,pop
sugar ray,falls apart,1999,pop
built to spill,sidewalk,1999,pop
ricky martin,livin' la vida loca,1999,pop
counting crows,colorblind,1999,pop
the bouncing souls,ole,1999,pop
john mayer,love soon,1999,pop
maxwell,let's not play the game,1999,pop
trick daddy,back in the days,1999,pop
destiny's child,if you leave (feat. next),1999,pop
beck,mixed bizness,1999,pop
wilco,via chicago,1999,pop
311,eons,1999,pop
project pat,north memphis,1999,pop
naughty by nature,holiday (feat. phiness),1999,pop
mariah carey,against all odds (take a look at me now),1999,pop
fiona apple,get gone,1999,pop
the cranberries,promises,1999,pop
destiny's child,hey ladies,1999,pop
the lillingtons,black hole in my mind,1999,pop
collective soul,tremble for my beloved,1999,pop
céline dion,love can move mountains,1999,pop
"""weird al"" yankovic",your horoscope for today,1999,pop
project pat,niggas got me fucked up,1999,pop
stone temple pilots,atlanta,1999,pop
luciano pavarotti,we are the world,1999,pop
brenda holloway,every little bit hurts,1999,pop
mandy moore,cry,1999,pop
counting crows,hanginaround,1999,pop
citizen king,better days (and the bottom drops out),1999,pop
vitamin c,graduation (friends forever),1999,pop
nas,hate me now (feat. puff daddy),1999,pop
sugar ray,someday,1999,pop
aimee mann,save me,1999,pop
creed,what if,1999,pop
blink-182,wendy clear,1999,pop
the magnetic fields,the book of love,1999,pop
dido,here with me,1999,pop
vertical horizon,best i ever had (grey sky morning),1999,pop
case,faded pictures,1999,pop
aaliyah,i don't wanna,1999,pop
incubus,drive,1999,pop
blink-182,adam's song,1999,pop
creed,higher,1999,pop
creed,with arms wide open,1999,pop
jennifer lopez,waiting for tonight,1999,pop
filter,take a picture,1999,pop
method man,da rockwilder,1999,pop
backstreet boys,show me the meaning of being lonely,1999,pop
savage garden,i knew i loved you,1999,pop
donell jones,where i wanna be,1999,pop
ginuwine,so anxious,1999,pop
702,where my girls at,1999,pop
naughty by nature,jamboree (feat. zhané),1999,pop
enrique iglesias,could i have this kiss forever,1999,pop
incubus,make yourself,1999,pop
ben folds five,army,1999,pop
dmx,what's my name,1999,pop
britney spears,from the bottom of my broken heart,1999,pop
four tops,bernadette,1999,pop
switchfoot,only hope,1999,pop
fiona apple,i know,1999,pop
three plus,two person party,1999,pop
new found glory,hit or miss,1999,pop
smog,cold blooded old times,1999,pop
perry como,it's beginning to look a lot like christmas (with mitchell ayres & his orchestra),1999,pop
nas,you owe me (feat. ginuwine),1999,pop
céline dion,to love you more,1999,pop
the flaming lips,race for the prize,1999,pop
marc anthony,you sang to me,1999,pop
third eye blind,deep inside of you,1999,pop
mariah carey,thank god i found you (feat. joe & 98°),1999,pop
mariah carey,i still believe,1999,pop
jay z,anything,1999,pop
built to spill,the plan,1999,pop
backstreet boys,i need you tonight,1999,pop
destiny's child,so good,1999,pop
s club 7,s club party,1999,pop
3 doors down,duck and run,2000,pop
ricky nelson,hello mary lou,2000,pop
modest mouse,perfect disguise,2000,pop
joe,i believe in you,2000,pop
fuel,empty spaces,2000,pop
m2m,mirror mirror,2000,pop
musiq soulchild,mary go round,2000,pop
hootie & the blowfish,fine line,2000,pop
big pun,100% (feat. tony sunshine) (feat. tony sunshine),2000,pop
bow wow,fresh az i'm iz,2000,pop
aqua,around the world,2000,pop
jay z,hey papi,2000,pop
the offspring,come out swinging,2000,pop
gillian welch,i'll fly away,2000,pop
modest mouse,broke,2000,pop
jay chou,黑色幽默,2000,pop
lucy pearl,everyday,2000,pop
no doubt,new,2000,pop
flogging molly,salty dog,2000,pop
3 doors down,life of my own,2000,pop
everclear,am radio,2000,pop
hootie & the blowfish,i hope that i don't fall in love with you,2000,pop
jill scott,gettin' in the way,2000,pop
3 doors down,not enough,2000,pop
wheatus,teenage dirtbag,2000,pop
colin hay,waiting for my real life to begin,2000,pop
modest mouse,dark center of the universe,2000,pop
rene liu,後來,2000,pop
the offspring,million miles away,2000,pop
westlife,i lay my love on you,2000,pop
project pat,red rum,2000,pop
leann rimes,please remember,2000,pop
lambchop,up with people,2000,pop
elliott smith,everything reminds me of her,2000,pop
green day,church on sunday,2000,pop
wu-tang clan,i can't go to sleep,2000,pop
nickel creek,out of the woods,2000,pop
westlife,soledad,2000,pop
shaggy,hope,2000,pop
faith hill,where are you christmas,2000,pop
three 6 mafia,weak azz b***h (feat. la chat),2000,pop
the offspring,"dammit, i changed again",2000,pop
dispatch,open up,2000,pop
phish,dirt,2000,pop
cocteau twins,pearly-dewdrops' drops,2000,pop
cat power,(i can't get no) satisfaction,2000,pop
the smashing pumpkins,the everlasting gaze,2000,pop
lifehouse,breathing,2000,pop
e-40,"nah, nah... (feat. nate dogg)",2000,pop
goldfrapp,utopia,2000,pop
backstreet boys,the answer to our life,2000,pop
lifehouse,sick cycle carousel,2000,pop
nickel creek,when you come back down,2000,pop
toni braxton,spanish guitar,2000,pop
big tymers,get your roll on,2000,pop
coldplay,high speed,2000,pop
yo la tengo,our way to fall,2000,pop
avant,my first love,2000,pop
matchbox twenty,bent,2000,pop
carl thomas,i wish,2000,pop
coldplay,we never change,2000,pop
musiq soulchild,love,2000,pop
backstreet boys,shape of my heart,2000,pop
lifehouse,hanging by a moment,2000,pop
jagged edge,promise,2000,pop
3 doors down,loser,2000,pop
fuel,hemorrhage (in my hands),2000,pop
sr-71,right now,2000,pop
ryan adams,come pick me up,2000,pop
s club 7,never had a dream come true,2000,pop
the corrs,breathless,2000,pop
coldplay,don't panic,2000,pop
m2m,the day you went away,2000,pop
3lw,playas gon' play,2000,pop
sam cooke,it's all right,2000,pop
elliott smith,somebody that i used to know,2000,pop
trina,da baddest b***h,2000,pop
98º,give me just one night (una noche),2000,pop
phish,heavy things,2000,pop
the offspring,original prankster,2000,pop
the avalanches,since i left you,2000,pop
mýa,"best of me, part 2",2000,pop
whitney houston,one moment in time,2000,pop
green day,waiting,2000,pop
big pun,it's so hard (featuring donell jones),2000,pop
nelly,luven me,2000,pop
arthur russell,that's us/wild combination,2000,pop
no doubt,simple kind of life,2000,pop
*nsync,no strings attached,2000,pop
eve 6,promise,2000,pop
*nsync,just got paid,2000,pop
98º,my everything,2000,pop
pandora,popurri juan gabriel medley,2001,pop
weezer,photograph,2001,pop
basement jaxx,where's your head at,2001,pop
missy elliott,get ur freak on,2001,pop
spoon,anything you want,2001,pop
rivermaya,214,2001,pop
the shins,the past and pending,2001,pop
gorillaz,re-hash,2001,pop
dave matthews band,so right,2001,pop
gorillaz,sound check (gravity),2001,pop
alien ant farm,wish,2001,pop
spoon,everything hits at once,2001,pop
craig david,walking away,2001,pop
puddle of mudd,blurry,2001,pop
shakira,objection (tango),2001,pop
john mayer,love song for no one,2001,pop
creed,weathered,2001,pop
papa roach,blood brothers,2001,pop
enrique iglesias,escape,2001,pop
p!nk,misery (with steven tyler),2001,pop
faith evans,can't believe (feat. carl thomas),2001,pop
kylie minogue,in your eyes,2001,pop
trick daddy,take it to da house (feat. the slip n' slide express),2001,pop
